STRUCTURE_NAME,REF_AREA,Reference area,Frequency of observation,Measure,UNIT_MEASURE,Unit of measure,Age,SEX,Sex,Cause of death,TIME_PERIOD,OBS_VALUE
Potential years of life lost,LVA,Latvia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2016,178.7
Potential years of life lost,LVA,Latvia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2017,194
Potential years of life lost,LVA,Latvia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2018,227.7
Potential years of life lost,LVA,Latvia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2019,202.5
Potential years of life lost,LVA,Latvia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2020,184
Potential years of life lost,LVA,Latvia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2021,219.2
Potential years of life lost,LVA,Latvia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2015,210.9
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2017,3282.2
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2018,3225.9
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2019,3126.1
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2020,3187.2
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2021,3058.4
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2022,2976.8
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2015,3409.3
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2016,3330.3
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2018,5368.5
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2019,5146.8
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2020,5752.9
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2021,6041
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2022,5904.2
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2015,5102
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2016,5178.7
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2017,5255.2
Potential years of life lost,NZL,New Zealand,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2015,3316
Potential years of life lost,NZL,New Zealand,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2016,3231
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2022,181.2
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2017,174.5
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2018,155.3
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2019,171.9
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2020,178
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2021,166.6
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2015,141.6
Potential years of life lost,DNK,Denmark,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2019,142.5
Potential years of life lost,DNK,Denmark,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2020,135.6
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2018,4400.6
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2019,4682.5
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2020,4327.5
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2021,4356.3
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2022,4545
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2015,4711.4
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2016,4542.2
Potential years of life lost,COL,Colombia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2016,4614.1
Potential years of life lost,COL,Colombia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2017,4477.8
Potential years of life lost,COL,Colombia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2018,4616.9
Potential years of life lost,COL,Colombia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2019,4520.3
Potential years of life lost,COL,Colombia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2020,4987.9
Potential years of life lost,COL,Colombia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2021,6190
Potential years of life lost,COL,Colombia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2015,4581.1
Potential years of life lost,CRI,Costa Rica,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2015,150
Potential years of life lost,CRI,Costa Rica,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2016,133.7
Potential years of life lost,CRI,Costa Rica,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2017,162.7
Potential years of life lost,CRI,Costa Rica,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2018,152.6
Potential years of life lost,CRI,Costa Rica,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2019,179.7
Potential years of life lost,CRI,Costa Rica,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2020,147.6
Potential years of life lost,ISR,Israel,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2016,148.9
Potential years of life lost,ISR,Israel,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2017,125
Potential years of life lost,ISR,Israel,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2018,118.9
Potential years of life lost,ISR,Israel,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2019,124.9
Potential years of life lost,ISR,Israel,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2020,113.8
Potential years of life lost,ISR,Israel,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2021,122.2
Potential years of life lost,ISR,Israel,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2015,137.6
Potential years of life lost,FRA,France,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2015,175.4
Potential years of life lost,FRA,France,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2016,170.9
Potential years of life lost,FRA,France,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2017,173.1
Potential years of life lost,FRA,France,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2018,182.3
Potential years of life lost,FRA,France,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2019,175.7
Potential years of life lost,FRA,France,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2020,160.4
Potential years of life lost,BGR,Bulgaria,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2016,102.1
Potential years of life lost,BGR,Bulgaria,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2017,96.3
Potential years of life lost,BGR,Bulgaria,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2018,115.2
Potential years of life lost,BGR,Bulgaria,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2019,126.4
Potential years of life lost,BGR,Bulgaria,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2020,100
Potential years of life lost,BGR,Bulgaria,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2021,142.2
Potential years of life lost,BGR,Bulgaria,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2015,108.8
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2016,291.5
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2017,304.2
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2018,292.8
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2019,287.8
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2020,323.2
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2021,337.2
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2015,265.4
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2022,278.3
Potential years of life lost,ISR,Israel,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2016,2525.6
Potential years of life lost,ISR,Israel,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2017,2456.4
Potential years of life lost,ISR,Israel,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2018,2351.4
Potential years of life lost,ISR,Israel,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2019,2333.3
Potential years of life lost,ISR,Israel,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2020,2265.6
Potential years of life lost,ISR,Israel,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2021,2353.7
Potential years of life lost,ISR,Israel,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2015,2515
Potential years of life lost,MEX,Mexico,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2015,10849.2
Potential years of life lost,MEX,Mexico,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2016,11350.6
Potential years of life lost,MEX,Mexico,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2017,11689.4
Potential years of life lost,MEX,Mexico,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Total,2018,11801.8
